State,Name,Link,Address,Graduation Rate,SAT,AP,College Attendance,College Retention
massachusetts,Upper Cape Cod Vocational Technical,/massachusetts/bourne/1649-Upper-Cape-Cod-Vocational-Technical/,"220 Sandwich Road, Bourne, MA 02532",97,1067,0,49,78
massachusetts,Wachusett Regional High School,/massachusetts/holden/1664-Wachusett-Regional-High-School/,"1401 Main Street, Holden, MA 01520",96,1156,18,85,91
massachusetts,Wakefield Memorial High School,/massachusetts/wakefield/1673-Wakefield-Memorial-High-School/,"60 Farm Street, Wakefield, MA 01880",95,1123,24,82,92
massachusetts,Quaboag Regional High School,/massachusetts/west-brookfield/1706-Quaboag-Regional-High-School/,"284 Old West Brookfield Road, West Brookfield, MA 01585",87,1093,22,45,94
massachusetts,West Boylston Junior/Senior High School,/massachusetts/west-boylston/1731-West-Boylston-Junior-Senior-High-School/,"125 Crescent Street, West Boylston, MA 01583",95,1102,22,87,88
massachusetts,West Bridgewater Middle-Senior High School,/massachusetts/west-bridgewater/1734-West-Bridgewater-Middle-Senior-High-School/,"155 West Center Street, West Bridgewater, MA 02379",99,1090,24,79,83
massachusetts,Whitman Hanson Regional,/massachusetts/whitman/1807-Whitman-Hanson-Regional/,"600 Franklin Street, Whitman, MA 02382",96,1081,31,70,85
massachusetts,Whittier Regional Vocational,/massachusetts/haverhill/1808-Whittier-Regional-Vocational/,"115 Amesbury Line Road, Haverhill, MA 01830",99,1026,0,54,79
massachusetts,Worcester Technical High School,/massachusetts/worcester/1892-Worcester-Technical-High-School/,"1 Skyline Drive, Worcester, MA 01605",99,972,14,56,75
massachusetts,Sutton High School,/massachusetts/sutton/2601-Sutton-High-School/,"409 Boston Road, Sutton, MA 01590",94,1121,26,84,88
massachusetts,Pembroke High School,/massachusetts/pembroke/3211-Pembroke-High-School/,"80 Learning Lane, Pembroke, MA 02359",91,1135,26,75,92
massachusetts,Monomoy Regional High School,/massachusetts/harwich/6270-Monomoy-Regional-High-School/,"75 Oak Street, Harwich, MA 02645",92,1087,19,69,85
massachusetts,Oakmont Regional High School,/massachusetts/ashburnham/110-Oakmont-Regional-High-School/,"9 Oakmont Drive, Ashburnham, MA 01430",94,1106,14,77,93
massachusetts,Ayer Shirley Regional High School,/massachusetts/ayer/152-Ayer-Shirley-Regional-High-School/,"141 Washington Street, Ayer, MA 01432",92,1074,7,62,80
massachusetts,Barnstable High School,/massachusetts/barnstable/153-Barnstable-High-School/,"744 West Main Street, Barnstable, MA 02601",87,1122,32,70,88
massachusetts,Billerica Memorial High School,/massachusetts/billerica/208-Billerica-Memorial-High-School/,"35 River Street, Billerica, MA 01821",86,1102,19,82,90
massachusetts,Blackstone Millville Rhs,/massachusetts/blackstone/219-Blackstone-Millville-Rhs/,"175 Lincoln Street, Blackstone, MA 01504",92,1080,20,66,87
massachusetts,Blue Hills Regional Vocational Technical,/massachusetts/canton/223-Blue-Hills-Regional-Vocational-Technical/,"800 Randolph Street, Canton, MA 02021",96,1014,2,47,75
massachusetts,Bristol-Plymouth Vocational Technical,/massachusetts/taunton/389-Bristol-Plymouth-Vocational-Technical/,"207 Hart Street, Taunton, MA 02780",98,1033,8,48,82
massachusetts,Carver Middle/High School,/massachusetts/carver/5337-Carver-Middle-High-School/,"60 South Meadow Road, Carver, MA 02330",92,1122,25,72,88
massachusetts,Cape Cod Region Vocational Technical,/massachusetts/harwich/452-Cape-Cod-Region-Vocational-Technical/,"351 Pleasant Lake Avenue, Harwich, MA 02645",89,998,4,39,88
massachusetts,Wahconah Regional High School,/massachusetts/dalton/462-Wahconah-Regional-High-School/,"150 Old Windsor Road, Dalton, MA 01226",91,1107,21,88,84
massachusetts,Clinton Senior High School,/massachusetts/clinton/503-Clinton-Senior-High-School/,"200 West Boylston Street, Clinton, MA 01510",96,1037,14,56,84
massachusetts,Dartmouth High School,/massachusetts/dartmouth/523-Dartmouth-High-School/,"555 Bakerville Road, Dartmouth, MA 02748",90,1101,36,85,90
massachusetts,Douglas High School,/massachusetts/douglas/549-Douglas-High-School/,"33 Davis Street, Douglas, MA 01516",90,1082,23,74,96
massachusetts,East Bridgewater High School,/massachusetts/east-bridgewater/573-East-Bridgewater-High-School/,"143 Plymouth Street, East Bridgewater, MA 02333",96,1062,35,78,91
massachusetts,Fairhaven High School,/massachusetts/fairhaven/611-Fairhaven-High-School/,"12 Huttleston Avenue, Fairhaven, MA 02719",87,1096,17,71,89
massachusetts,Framingham High School,/massachusetts/framingham/687-Framingham-High-School/,"115 A Street, Framingham, MA 01701",84,1137,0,73,94
massachusetts,Holbrook Jr Sr High School,/massachusetts/holbrook/819-Holbrook-Jr-Sr-High-School/,"245 South Franklin Street, Holbrook, MA 02343",86,1023,13,66,91
massachusetts,Hudson High School,/massachusetts/hudson/855-Hudson-High-School/,"69 Brigham Street, Hudson, MA 01749",80,1107,24,79,94
massachusetts,Marthas Vineyard Regional High School,/massachusetts/oak-bluffs/1040-Marthas-Vineyard-Regional-High-School/,"100 Edgartown Vineyard Haven Road, Oak Bluffs, MA 02557",92,1121,19,60,83
massachusetts,Medford Vocational Technical High School,/massachusetts/medford/1064-Medford-Vocational-Technical-High-School/,"489 Winthrop Street, Medford, MA 02155",97,908,0,28,63
massachusetts,Medford High School,/massachusetts/medford/1066-Medford-High-School/,"489 Winthrop Street, Medford, MA 02155",90,1097,14,81,91
massachusetts,Middleborough High School,/massachusetts/middleborough/1103-Middleborough-High-School/,"71 East Grove Street, Middleborough, MA 02346",91,1098,17,70,86
massachusetts,Mohawk Trail Regional High School,/massachusetts/shelburne-falls/1131-Mohawk-Trail-Regional-High-School/,"26 Ashfield Road, Shelburne Falls, MA 01370",81,1168,18,73,86
massachusetts,Montachusett Regional Vocational Technical,/massachusetts/westminster/1136-Montachusett-Regional-Vocational-Technical/,"1050 Westminster Street, Westminster, MA 01473",98,1042,10,52,84
massachusetts,Nashoba Valley Technical High School,/massachusetts/westford/1154-Nashoba-Valley-Technical-High-School/,"100 Littleton Road, Westford, MA 01886",99,1022,11,46,82
massachusetts,Northbridge High School,/massachusetts/northbridge/1282-Northbridge-High-School/,"427 Linwood Avenue, Northbridge, MA 01588",94,1045,25,69,86
massachusetts,Charles Mccann Vocational Technical,/massachusetts/north-adams/1285-Charles-Mccann-Vocational-Technical/,"70 Hodges Cross Road, North Adams, MA 01247",91,1032,4,51,75
massachusetts,Northeast Metro Regional Vocational,/massachusetts/wakefield/1286-Northeast-Metro-Regional-Vocational/,"100 Hemlock Road, Wakefield, MA 01880",99,953,0,39,78
massachusetts,Norwood High School,/massachusetts/norwood/1302-Norwood-High-School/,"245 Nichols Street, Norwood, MA 02062",89,1102,23,75,90
massachusetts,Plymouth South High School,/massachusetts/plymouth/1365-Plymouth-South-High-School/,"490 Long Pond Road, Plymouth, MA 02360",97,1050,21,63,89
massachusetts,Quincy High School,/massachusetts/quincy/1392-Quincy-High-School/,"100 Coddington Street, Quincy, MA 02169",92,1078,12,61,89
massachusetts,Rockport High School,/massachusetts/rockport/1428-Rockport-High-School/,"24 Jerdens Lane, Rockport, MA 01966",95,1132,21,82,89
massachusetts,Somerville High School,/massachusetts/somerville/1496-Somerville-High-School/,"81 Highland Avenue, Somerville, MA 02143",87,1045,20,57,89
massachusetts,South Hadley High School,/massachusetts/south-hadley/1503-South-Hadley-High-School/,"153 Newton Street, South Hadley, MA 01075",91,1095,21,70,90
massachusetts,So Shore Vocational Technical High School,/massachusetts/hanover/1505-So-Shore-Vocational-Technical-High-School/,"476 Webster Street, Hanover, MA 02339",93,987,0,45,86
massachusetts,Tantasqua Regional Vocational,/massachusetts/sturbridge/1613-Tantasqua-Regional-Vocational/,"319 Brookfield Road, Sturbridge, MA 01518",96,1053,5,35,69
massachusetts,Tewksbury Memorial High School,/massachusetts/tewksbury/1635-Tewksbury-Memorial-High-School/,"320 Pleasant Street, Tewksbury, MA 01876",95,1104,21,84,90
massachusetts,Triton Regional High School,/massachusetts/newbury/1644-Triton-Regional-High-School/,"112 Elm Street, Newbury, MA 01922",87,1134,18,76,96
massachusetts,Uxbridge High School,/massachusetts/uxbridge/1652-Uxbridge-High-School/,"300 Quaker Highway, Uxbridge, MA 01569",91,1081,21,71,86
massachusetts,Watertown High School,/massachusetts/watertown/1711-Watertown-High-School/,"50 Columbia Street, Watertown, MA 02472",93,1114,17,83,91
massachusetts,Winthrop Sr High School,/massachusetts/winthrop/1832-Winthrop-Sr-High-School/,"400 Main Street, Winthrop, MA 02152",82,1066,33,80,84
massachusetts,Woburn High School,/massachusetts/woburn/1844-Woburn-High-School/,"88 Montvale Avenue, Woburn, MA 01801",92,1106,11,77,84
massachusetts,Quabbin Regional High School,/massachusetts/barre/1-Quabbin-Regional-High-School/,"800 South Street, Barre, MA 01005",85,1101,14,72,91
massachusetts,Hoosac Valley High School,/massachusetts/cheshire/72-Hoosac-Valley-High-School/,"125 Savoy Road, Cheshire, MA 01225",79,1052,27,70,82
massachusetts,Attleboro High School,/massachusetts/attleboro/130-Attleboro-High-School/,"100 Rathbun Willard Drive, Attleboro, MA 02703",93,1101,18,71,88
massachusetts,Beverly High School,/massachusetts/beverly/198-Beverly-High-School/,"100 Sohier Road, Beverly, MA 01915",90,1121,6,73,87
massachusetts,Bourne High School,/massachusetts/bourne/358-Bourne-High-School/,"75 Waterhouse Road, Bourne, MA 02532",92,1076,21,70,71
massachusetts,Dennis-Yarmouth Regional High School,/massachusetts/yarmouth/536-Dennis-Yarmouth-Regional-High-School/,"210 Station Avenue, Yarmouth, MA 02664",80,1067,15,67,81
massachusetts,Franklin County Technical,/massachusetts/montague/698-Franklin-County-Technical/,"82 Industrial Boulevard, Montague, MA 01376",88,1081,7,28,68
massachusetts,Gardner High School,/massachusetts/gardner/704-Gardner-High-School/,"200 Catherine Street, Gardner, MA 01440",92,1000,23,68,86
massachusetts,Gloucester High School,/massachusetts/gloucester/727-Gloucester-High-School/,"32 Leslie O Johnson Road, Gloucester, MA 01930",90,1078,12,63,85
massachusetts,Greater Lowell Technical High School,/massachusetts/tyngsborough/745-Greater-Lowell-Technical-High-School/,"250 Pawtucket Boulevard, Tyngsborough, MA 01879",96,982,0,39,72
massachusetts,Greenfield High School,/massachusetts/greenfield/752-Greenfield-High-School/,"21 Barr Avenue, Greenfield, MA 01301",82,1155,20,50,68
massachusetts,Leicester High School,/massachusetts/leicester/891-Leicester-High-School/,"174 Paxton Street, Leicester, MA 01524",91,1080,21,74,84
massachusetts,Leominster Senior High School,/massachusetts/leominster/900-Leominster-Senior-High-School/,"122 Granite Street, Leominster, MA 01453",89,1083,9,69,84
massachusetts,Maynard High School,/massachusetts/maynard/1051-Maynard-High-School/,"1 Tiger Drive, Maynard, MA 01754",91,1088,23,76,91
massachusetts,Milford High School,/massachusetts/milford/1111-Milford-High-School/,"31 West Fountain Street, Milford, MA 01757",87,1095,29,75,89
massachusetts,Millbury Junior/Senior High School,/massachusetts/millbury/1116-Millbury-Junior-Senior-High-School/,"12 Martin Street, Millbury, MA 01527",94,1068,16,62,81
massachusetts,Nantucket High School,/massachusetts/nantucket/1141-Nantucket-High-School/,"10 Surfside Road, Nantucket, MA 02554",85,1074,23,67,92
massachusetts,Gr New Bedford Vocational Technical,/massachusetts/new-bedford/1198-Gr-New-Bedford-Vocational-Technical/,"1121 Ashley Boulevard, New Bedford, MA 02745",89,1000,0,54,80
massachusetts,Smith Vocational And Agricultural High School,/massachusetts/northampton/1272-Smith-Vocational-And-Agricultural-High-School/,"80 Locust Street, Northampton, MA 01060",91,944,0,23,57
massachusetts,Oxford High School,/massachusetts/oxford/1315-Oxford-High-School/,"100 Carbuncle Drive, Oxford, MA 01540",94,1059,26,61,82
massachusetts,Peabody Veterans Memorial High School,/massachusetts/peabody/1328-Peabody-Veterans-Memorial-High-School/,"485 Lowell Street, Peabody, MA 01960",87,1081,23,70,89
massachusetts,Pittsfield High School,/massachusetts/pittsfield/1352-Pittsfield-High-School/,"300 East Street, Pittsfield, MA 01201",80,1120,27,58,84
massachusetts,Taconic High School,/massachusetts/pittsfield/1356-Taconic-High-School/,"96 Valentine Road, Pittsfield, MA 01201",88,1100,22,62,77
massachusetts,Plymouth North High School,/massachusetts/plymouth/1364-Plymouth-North-High-School/,"41 Obery Street, Plymouth, MA 02360",90,1088,16,65,90
massachusetts,Ralph C Mahar Regional,/massachusetts/orange/1397-Ralph-C-Mahar-Regional/,"507 South Main Street, Orange, MA 01364",82,1086,13,59,79
massachusetts,Southeastern Regional Vocational Technical,/massachusetts/easton/1515-Southeastern-Regional-Vocational-Technical/,"250 Foundry Street, Easton, MA 02375",97,937,9,45,62
massachusetts,Waltham Sr High School,/massachusetts/waltham/1694-Waltham-Sr-High-School/,"617 Lexington Street, Waltham, MA 02452",84,1049,16,70,88
massachusetts,Ware Junior/Senior High School,/massachusetts/ware/1696-Ware-Junior-Senior-High-School/,"237 West Street, Ware, MA 01082",82,1083,6,60,88
massachusetts,Wareham Senior High School,/massachusetts/wareham/1703-Wareham-Senior-High-School/,"7 Viking Drive, Wareham, MA 02571",82,1058,16,60,81
massachusetts,Westfield High School,/massachusetts/westfield/1757-Westfield-High-School/,"177 Montgomery Road, Westfield, MA 01085",85,1116,37,74,87
massachusetts,Weymouth High School,/massachusetts/weymouth/1792-Weymouth-High-School/,"1 Wildcat Way, Weymouth, MA 02190",88,1082,16,59,88
massachusetts,Avon Middle High School,/massachusetts/avon/2572-Avon-Middle-High-School/,"287 West Main Street, Avon, MA 02322",92,1050,17,70,93
massachusetts,David Prouty High School,/massachusetts/spencer/8-David-Prouty-High-School/,"302 Main Street, Spencer, MA 01562",84,1060,43,65,85
massachusetts,Jeremiah E Burke High School,/massachusetts/boston/273-Jeremiah-E-Burke-High-School/,"60 Washington Street, Boston, MA 02121",76,846,17,39,58
massachusetts,Fenway High School,/massachusetts/boston/338-Fenway-High-School/,"67 Alleghany Street, Boston, MA 02120",90,910,0,70,81
massachusetts,Harbor School,/massachusetts/boston/343-Harbor-School/,"18 Croftland Avenue, Boston, MA 02124",70,884,0,50,Not available
massachusetts,Boston Arts Academy,/massachusetts/boston/348-Boston-Arts-Academy/,"174 Ipswich Street, Boston, MA 02215",90,958,3,65,89
massachusetts,Brockton High School,/massachusetts/brockton/392-Brockton-High-School/,"470 Forest Avenue, Brockton, MA 02301",87,985,7,65,78
massachusetts,Chicopee High School,/massachusetts/chicopee/492-Chicopee-High-School/,"820 Front Street, Chicopee, MA 01020",79,1048,34,68,83
massachusetts,Everett High School,/massachusetts/everett/606-Everett-High-School/,"100 Elm Street, Everett, MA 02149",79,987,11,52,83
massachusetts,B M C Durfee High School,/massachusetts/fall-river/620-B-M-C-Durfee-High-School/,"360 Elsbree Street, Fall River, MA 02720",80,1070,14,55,74
massachusetts,Turners Fall High School,/massachusetts/montague/719-Turners-Fall-High-School/,"222 Turnpike Road, Montague, MA 01351",87,1089,19,51,90
massachusetts,Haverhill High School,/massachusetts/haverhill/802-Haverhill-High-School/,"137 Monument Street, Haverhill, MA 01832",83,1082,16,62,75
massachusetts,Lowell High School,/massachusetts/lowell/949-Lowell-High-School/,"50 Father Morissette Boulevard, Lowell, MA 01852",85,1052,17,69,87
massachusetts,Lynn Vocational Technical Institute,/massachusetts/lynn/993-Lynn-Vocational-Technical-Institute/,"80 Neptune Boulevard, Lynn, MA 01902",86,955,3,41,64
massachusetts,Malden High School,/massachusetts/malden/1007-Malden-High-School/,"77 Salem Street, Malden, MA 02148",85,1050,27,67,84
massachusetts,Marlborough High School,/massachusetts/marlborough/1030-Marlborough-High-School/,"431 Bolton Street, Marlborough, MA 01752",86,1071,28,65,89
massachusetts,North Brookfield High School,/massachusetts/north-brookfield/1252-North-Brookfield-High-School/,"10 High School Drive, North Brookfield, MA 01535",90,1081,14,42,89
massachusetts,Palmer High School,/massachusetts/palmer/1317-Palmer-High-School/,"4105 Main Street, Palmer, MA 01069",86,1083,20,72,89
massachusetts,Pathfinder Vocational Technical,/massachusetts/palmer/1320-Pathfinder-Vocational-Technical/,"240 Sykes Street, Palmer, MA 01080",93,995,0,27,66
massachusetts,Randolph High School,/massachusetts/randolph/1402-Randolph-High-School/,"70 Memorial Parkway, Randolph, MA 02368",79,980,15,56,79
massachusetts,Revere High School,/massachusetts/revere/1416-Revere-High-School/,"101 School Street, Revere, MA 02151",88,993,16,64,85
massachusetts,Salem High School,/massachusetts/salem/1436-Salem-High-School/,"77 Willson Street, Salem, MA 01970",87,1045,0,65,81
massachusetts,Saugus High School,/massachusetts/saugus/1449-Saugus-High-School/,"1 Pearce Memorial Drive, Saugus, MA 01906",89,1033,24,76,91
massachusetts,Joseph P Keefe Technical High School,/massachusetts/framingham/1522-Joseph-P-Keefe-Technical-High-School/,"750 Winter Street, Framingham, MA 01702",92,947,0,36,62
massachusetts,Putnam Vocational Technical High School,/massachusetts/springfield/1562-Putnam-Vocational-Technical-High-School/,"1300 State Street, Springfield, MA 01109",95,869,8,49,70
massachusetts,Taunton High School,/massachusetts/taunton/1627-Taunton-High-School/,"50 Williams Street, Taunton, MA 02780",92,1040,16,73,85
massachusetts,Westfield Vocational Tech High School,/massachusetts/westfield/1758-Westfield-Vocational-Tech-High-School/,"33 Smith Avenue, Westfield, MA 01085",93,945,0,39,75
massachusetts,Doherty Memorial High School,/massachusetts/worcester/1858-Doherty-Memorial-High-School/,"299 Highland Street, Worcester, MA 01602",88,1008,19,69,84
massachusetts,South High Community,/massachusetts/worcester/1883-South-High-Community/,"170 Apricot Street, Worcester, MA 01603",74,952,26,55,73
massachusetts,Lawrence High School,/massachusetts/lawrence/6327-Lawrence-High-School/,"70-71 North Parish Road, Lawrence, MA 01843",88,894,0,26,Not available
massachusetts,Urban Science Academy,/massachusetts/boston/3186-Urban-Science-Academy/,"1205 VFW Parkway, Boston, MA 02132",61,891,19,49,73
massachusetts,The Springfield Renaissance School,/massachusetts/springfield/3250-The-Springfield-Renaissance-School/,"1170 Carew Street, Springfield, MA 01104",94,951,10,72,77
massachusetts,Massachusetts Virtual Academy,/massachusetts/greenfield/5290-Massachusetts-Virtual-Academy/,"278 Main Street, Suite 205, Greenfield, MA 01301",31,1122,3,37,71
massachusetts,Murdock High School,/massachusetts/winchendon/6225-Murdock-High-School/,"3 Memorial Drive, Winchendon, MA 01475",80,1083,20,46,81
massachusetts,Tec Connections Academy Commonwealth Virtual School,/massachusetts/walpole/6282-Tec-Connections-Academy-Commonwealth-Virtual-School/,"141 Mansion Drive  Suite 300  East Walpole, MA 02032 , Walpole, MA 02032",32,1096,8,47,86
massachusetts,Athol High School,/massachusetts/athol/121-Athol-High-School/,"2363 Main Street, Athol, MA 01331",75,1001,23,64,85
massachusetts,Charlestown High School,/massachusetts/boston/238-Charlestown-High-School/,"240 Medford Street, Boston, MA 02129",55,877,13,53,77
massachusetts,Snowden Int'L High School,/massachusetts/boston/240-Snowden-IntL-High-School/,"150 Newbury Street, Boston, MA 02116",80,921,5,77,82
massachusetts,Dearborn Middle School,/massachusetts/boston/244-Dearborn-Middle-School/,"60 Washington Street, Boston, MA 02121",78,797,0,Not available,Not available
massachusetts,East Boston High School,/massachusetts/boston/248-East-Boston-High-School/,"86 White Street, Boston, MA 02128",74,928,18,50,71
massachusetts,The English High School,/massachusetts/boston/319-The-English-High-School/,"144 McBride Street, Boston, MA 02130",60,855,8,45,69
massachusetts,Holyoke High School,/massachusetts/holyoke/830-Holyoke-High-School/,"500 Beech Street, Holyoke, MA 01040",75,1027,15,59,68
massachusetts,Classical High School,/massachusetts/lynn/974-Classical-High-School/,"235 O'Callaghan Way, Lynn, MA 01905",76,1004,9,55,80
massachusetts,Lynn English High School,/massachusetts/lynn/983-Lynn-English-High-School/,"50 Goodridge Street, Lynn, MA 01902",71,983,8,52,80
massachusetts,Drury High School,/massachusetts/north-adams/1229-Drury-High-School/,"1130 Church Street, North Adams, MA 01247",76,1031,35,60,79
massachusetts,High School Of Commerce,/massachusetts/springfield/1540-High-School-Of-Commerce/,"415 State Street, Springfield, MA 01105",61,844,0,45,53
massachusetts,Bartlett High School,/massachusetts/webster/1718-Bartlett-High-School/,"52 Lake Parkway, Webster, MA 01570",73,1057,38,67,89
massachusetts,Burncoat Senior High School,/massachusetts/worcester/1850-Burncoat-Senior-High-School/,"179 Burncoat Street, Worcester, MA 01606",84,953,17,49,72
massachusetts,Boston Community Leadership Academy,/massachusetts/boston/2690-Boston-Community-Leadership-Academy/,"655 Metropolitan Avenue, Boston, MA 02136",81,923,30,71,80
massachusetts,Boston International  High School,/massachusetts/boston/2997-Boston-International--High-School/,"100 Maxwell Street, Boston, MA 02124",43,847,7,55,70
massachusetts,Excel High School,/massachusetts/boston/2998-Excel-High-School/,"95 G Street, Boston, MA 02127",70,916,12,58,75
massachusetts,Lyon Upper 9-12,/massachusetts/boston/5328-Lyon-Upper-9-12/,"95 Beechcroft Street, Boston, MA 02135",81,927,10,77,74
massachusetts,Techboston Academy,/massachusetts/boston/5452-Techboston-Academy/,"9 Peacevale Road, Boston, MA 02124",88,890,10,59,72
massachusetts,Brighton High School,/massachusetts/boston/234-Brighton-High-School/,"25 Warren Street, Boston, MA 02135",59,870,10,45,72
massachusetts,Madison Park High,/massachusetts/boston/289-Madison-Park-High/,"75 Malcolm X Boulevard, Boston, MA 02120",56,830,0,34,69
massachusetts,Egleston Community High School,/massachusetts/boston/341-Egleston-Community-High-School/,"3134 Washington Street, Boston, MA 02119",54,878,0,20,75
massachusetts,Wm J Dean Vocational Technical High School,/massachusetts/holyoke/837-Wm-J-Dean-Vocational-Technical-High-School/,"1045 Main Street, Holyoke, MA 01040",59,1083,0,28,35
massachusetts,New Bedford High School,/massachusetts/new-bedford/1189-New-Bedford-High-School/,"230 Hathaway Boulevard, New Bedford, MA 02740",65,984,17,53,79
massachusetts,North High School,/massachusetts/worcester/1879-North-High-School/,"140 Harrington Way, Worcester, MA 01604",83,887,16,53,72
massachusetts,Boston Adult Academy,/massachusetts/boston/2617-Boston-Adult-Academy/,"20 Church Street, Boston, MA 02116",22,780,0,11,61
massachusetts,Brockton Champion High School,/massachusetts/brockton/5167-Brockton-Champion-High-School/,"175 Warren Avenue, Brockton, MA 02301",31,1133,0,62,44
